"letter","xbox","ybox","width","height","onpix","xbar","ybar","x2bar","y2bar","xybar","x2ybar","xy2bar","xedge","xedgey","yedge","yedgex","RowID"
"R",4,8,6,6,6,7,7,3,7,7,6,6,6,8,4,9,15085
"U",9,11,9,8,6,3,8,5,8,10,9,10,3,9,2,6,19910
NA,1,2,2,3,2,8,7,6,2,5,6,10,2,9,4,9,4206
"D",2,1,3,3,2,7,7,6,6,7,6,5,2,8,2,7,2683
"P",6,10,5,5,3,6,10,6,2,11,5,5,4,10,4,8,17186
"C",4,7,5,5,2,6,7,6,10,6,6,12,1,7,4,8,2064
"X",3,3,5,2,2,9,7,2,8,11,4,7,2,7,3,8,11899
"H",3,8,4,6,4,7,8,12,1,7,5,8,3,8,0,8,6878
"P",4,7,5,5,4,6,10,6,5,10,8,3,1,10,4,6,11292
"I",0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8,4185
"Y",1,1,2,1,0,7,10,2,2,7,12,8,1,11,0,8,8800
"X",2,3,3,1,1,8,7,3,8,6,6,8,2,8,5,8,14426
"K",NA,7,4,4,2,4,9,8,2,7,4,11,4,8,3,10,7202
"C",6,11,6,8,3,4,8,6,8,12,10,12,2,9,3,7,NA
"Q",3,4,4,6,2,8,8,8,6,6,6,9,3,8,4,9,14166
"J",4,10,4,7,3,14,3,5,4,13,2,10,0,7,0,8,6631
"P",2,3,2,2,1,5,9,3,4,9,8,5,1,9,2,7,4016
"U",2,1,NA,1,0,8,6,11,4,7,12,8,3,10,0,NA,10556
"V",3,6,5,4,2,7,12,3,4,8,12,8,3,10,1,8,4575
"U",2,0,2,1,0,8,5,11,4,6,13,8,3,10,0,8,13269
"C",2,2,3,4,2,6,8,7,7,8,8,14,1,9,4,10,10096
"S",4,7,6,5,7,7,8,3,3,8,6,7,3,7,12,2,18870
"S",3,4,4,2,2,7,8,2,7,10,7,7,1,8,5,6,5693
"K",7,11,NA,8,10,7,7,5,4,7,6,7,5,5,10,11,5929
"R",6,10,8,7,6,8,9,4,6,8,4,8,3,6,6,11,7418
"J",2,7,3,5,1,14,2,6,5,14,2,11,0,7,0,8,2367
"E",5,8,7,6,6,6,8,3,7,11,9,9,3,8,5,6,1836
"Q",3,6,4,6,2,8,6,8,6,6,6,8,3,8,4,8,1649
"F",3,5,5,4,2,6,11,2,6,14,7,4,1,10,2,7,14936
"N",5,9,7,6,4,8,8,7,6,7,6,4,6,9,2,6,5876
"L",3,4,3,3,2,4,3,4,6,2,2,6,0,7,0,6,14574
"I",5,11,4,6,2,10,6,2,5,11,4,6,2,9,4,11,14972
"K",4,8,6,6,3,7,7,1,7,10,6,9,3,8,4,8,781
"F",5,5,5,7,2,1,13,5,5,12,10,7,0,8,2,6,6578
"F",3,5,5,6,4,7,10,4,4,8,7,7,3,9,6,5,8644
"X",2,1,3,1,1,8,7,4,8,6,6,7,2,8,5,8,3614
"B",4,10,6,8,6,9,7,3,5,10,4,6,2,8,5,9,15950
"J",6,10,7,8,3,9,3,6,6,15,7,15,1,6,1,7,17799
"R",6,9,6,5,4,9,8,4,6,9,2,6,5,5,5,7,782
"S",3,9,4,NA,2,7,7,6,8,5,6,7,0,8,9,7,5665
"T",2,1,2,2,1,7,11,1,6,7,10,8,1,10,1,8,14486
"N",5,9,6,6,5,7,7,9,5,6,4,5,5,8,5,11,5695
"O",7,10,5,5,3,7,8,5,5,9,5,6,4,9,5,8,10189
"J",5,6,6,7,5,8,9,4,5,7,6,8,3,8,8,8,1353
"R",3,3,4,4,2,5,11,7,3,7,4,8,3,7,6,11,9069
"Y",4,9,5,6,5,9,4,7,5,8,8,7,5,8,5,5,7524
"H",4,7,6,5,4,9,7,7,6,7,6,5,3,8,3,6,12790
"F",5,7,7,5,4,6,11,5,6,12,8,5,2,9,2,6,16826
"Z",2,5,3,4,2,7,7,5,9,6,6,8,1,8,7,8,19900
"J",1,3,3,2,1,8,6,3,NA,14,5,10,0,7,0,7,13473
"R",6,9,8,6,9,7,8,3,5,5,6,9,6,9,7,6,11039
"N",3,6,5,4,3,7,8,6,5,7,7,6,5,9,1,6,6420
"N",9,15,7,8,4,6,9,4,5,4,5,11,6,11,NA,7,11460
"E",1,0,1,0,0,5,8,5,7,7,6,12,0,8,6,10,2104
"R",2,1,2,1,1,6,10,8,2,7,5,8,2,7,4,10,8546
"L",2,5,4,3,2,7,3,2,8,8,2,9,1,7,3,8,4613
"U",4,4,5,3,2,5,8,5,7,10,9,8,3,9,2,5,19915
"I",5,12,4,6,2,12,4,3,5,12,2,7,2,8,NA,11,17250
"V",2,3,3,2,1,5,12,2,2,8,10,7,2,NA,0,8,18995
"C",1,3,2,1,1,6,8,6,6,8,7,13,1,9,3,10,11948
"M",5,8,7,6,6,8,7,2,4,9,7,8,7,6,2,8,11626
"E",3,4,4,3,3,7,7,5,8,7,6,8,2,8,6,9,19873
"I",3,11,6,8,7,11,6,1,6,8,4,5,3,NA,5,9,4357
"E",3,2,4,3,3,7,7,5,7,7,5,9,2,8,6,10,13348
"E",4,7,6,5,4,10,6,2,8,11,3,9,2,8,5,12,5796
"Y",6,11,6,8,2,3,12,5,6,13,12,6,2,11,2,6,9425
"Y",2,0,2,0,0,7,10,3,1,7,12,8,1,11,0,8,8251
"E",3,7,3,5,3,3,8,4,8,7,6,13,0,8,6,9,15265
"O",4,5,5,7,3,7,8,9,8,7,8,8,3,8,4,8,11769
"W",5,7,5,5,4,3,11,2,2,10,9,7,5,11,1,7,13199
"V",4,9,5,7,3,7,11,2,4,7,12,9,3,10,1,8,7000
"B",4,7,4,5,3,6,7,8,6,7,NA,7,NA,8,9,10,6526
"Z",6,11,8,8,5,9,6,3,10,12,4,8,2,7,6,8,13145
"A",4,11,6,8,5,7,3,1,2,5,NA,7,4,6,4,7,5231
"L",3,8,4,6,2,9,3,1,7,9,2,10,0,7,3,9,13761
"G",3,7,5,5,5,9,7,6,2,6,7,9,5,8,3,8,6773
"O",7,10,7,8,5,7,7,8,6,10,7,9,3,8,4,7,15029
"V",9,11,7,6,4,9,9,6,5,6,10,5,6,13,3,7,2698
"A",3,6,5,4,3,8,6,2,4,8,2,5,2,6,2,7,19823
"P",6,10,6,7,3,5,10,10,6,8,5,5,2,10,4,8,10208
"X",7,9,8,5,4,8,7,3,8,12,4,7,4,9,4,8,16920
"J",0,0,1,0,0,12,4,6,3,12,4,11,0,7,0,8,2057
"T",4,8,6,6,5,6,7,6,6,7,9,9,3,10,5,8,4170
"B",5,11,5,8,7,6,7,8,5,6,6,7,2,8,8,9,3972
"J",6,11,5,8,4,9,8,2,3,12,5,6,2,9,7,9,1565
"N",3,6,4,4,3,7,9,6,4,7,6,6,5,9,1,6,14261
"E",1,1,1,1,1,4,7,5,8,7,6,13,0,8,6,9,8819
"A",3,8,5,6,3,7,5,3,0,7,1,8,2,7,1,8,1701
"C",3,8,4,6,3,5,8,8,7,10,8,13,2,10,4,9,19635
"J",1,4,3,3,1,9,6,2,6,14,4,9,0,7,0,7,18410
"K",4,4,6,3,3,8,6,1,7,10,4,9,4,7,4,9,734
"D",4,6,5,5,5,7,7,5,6,7,5,9,4,6,6,5,1499
"X",3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,19702
"X",3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8,3278
"R",2,4,4,3,3,8,8,3,5,10,4,7,3,6,3,9,16831
"N",2,5,4,4,2,7,9,2,4,10,6,7,5,8,1,7,14131
"G",7,11,7,8,6,6,6,6,6,10,6,14,5,8,6,7,8164
"A",2,1,3,1,0,7,4,2,0,7,1,8,2,6,1,7,10889
"Z",7,8,5,11,4,7,6,6,5,10,7,7,3,9,9,7,11030
"Z",3,6,4,4,2,8,7,2,9,11,5,8,2,8,6,8,14206
"V",3,3,4,2,1,4,12,3,3,9,11,7,2,10,0,8,18583
"Y",4,7,6,10,9,9,7,6,3,7,7,8,7,10,6,4,2690
"S",6,11,7,8,5,9,7,3,6,10,4,7,2,9,5,9,10720
"C",6,10,6,8,3,3,8,5,8,10,10,14,1,7,3,7,13493
"L",5,11,5,6,3,6,6,3,6,11,6,11,3,7,6,8,14940
"K",7,10,9,8,9,7,7,5,5,7,6,7,7,6,9,13,191
"V",3,9,5,7,3,7,9,4,2,7,13,8,2,10,0,8,7354
"Q",4,5,5,6,5,8,NA,6,3,9,6,11,3,8,5,8,13484
"V",6,7,8,6,9,8,6,5,5,7,6,8,8,10,7,4,4941
"V",4,11,7,8,3,NA,12,3,4,6,12,9,3,10,1,8,19793
"X",1,0,1,0,0,7,7,3,5,7,6,8,2,8,4,8,17615
"Z",3,9,4,6,3,7,7,6,11,6,6,8,1,8,8,8,871
"F",5,9,6,7,7,7,6,6,4,7,7,8,5,10,9,12,118
"A",2,8,4,6,2,7,6,3,1,6,0,8,2,7,1,7,16230
"M",4,3,5,4,4,8,6,6,4,6,7,8,9,5,3,6,2954
"G",5,9,5,6,3,6,7,6,7,10,8,10,2,9,4,9,9380
NA,2,4,2,3,2,7,7,5,5,6,6,6,2,8,5,9,12988
"S",4,7,4,5,2,7,6,6,9,6,7,11,0,9,9,8,2714
"A",3,4,5,3,2,10,1,3,2,9,2,9,3,6,2,8,7426
"W",4,6,6,4,2,7,8,4,1,7,8,8,8,9,0,8,NA
"G",4,9,5,7,3,8,8,8,8,5,7,9,2,7,6,11,7879
"M",6,6,9,6,9,9,8,5,4,7,6,7,11,9,6,3,14596
"A",2,3,4,2,2,7,2,1,2,7,2,8,2,7,2,7,17944
"O",9,15,6,9,5,4,8,6,4,10,NA,9,5,10,5,8,4920
"K",4,7,5,5,4,6,6,1,6,10,7,10,3,8,3,8,4814
"P",7,10,6,5,4,7,10,4,4,12,5,3,4,10,5,6,7480
"E",2,3,2,1,2,7,7,5,6,7,6,8,2,8,5,10,7709
"T",2,6,4,4,2,5,13,0,5,9,10,7,0,8,0,8,7388
"C",2,4,3,3,1,6,8,7,7,9,7,12,1,10,4,10,9430
"M",4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,7,1929
"B",3,7,3,5,3,6,7,9,6,7,6,7,2,8,8,10,11708
"S",5,11,6,8,6,8,8,7,5,7,5,7,2,8,9,8,5051
"W",6,6,6,4,4,2,NA,2,2,10,10,8,5,11,1,7,16789
"C",3,2,4,3,2,6,8,7,7,9,8,12,2,10,3,9,2113
"L",1,3,2,1,1,6,4,0,6,8,3,10,0,7,1,8,7924
"Z",2,1,3,2,2,7,7,5,9,6,6,8,2,8,7,8,8557
"H",3,5,5,4,3,7,8,3,6,10,6,8,3,8,3,8,67
"I",0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,18124
"N",1,3,2,2,1,7,8,5,4,7,6,6,4,9,1,5,8788
"J",2,7,2,5,2,9,6,1,6,11,4,8,0,7,1,6,11244
"B",5,10,7,7,7,11,6,2,6,10,3,7,4,7,6,11,11259
"C",1,0,2,0,0,7,7,6,8,7,6,13,0,8,4,10,2987
"W",4,7,6,5,9,8,7,5,2,7,7,8,10,10,3,8,9729
"S",5,5,6,8,3,8,8,6,9,5,6,7,0,8,9,7,12939
"K",10,14,9,8,4,8,7,3,7,9,5,7,6,10,4,7,5897
"V",5,6,5,4,2,4,11,2,3,9,11,7,2,10,1,7,7560
"B",2,4,4,3,3,8,7,3,5,10,6,7,2,8,4,9,11966
"M",4,4,7,3,4,7,5,3,4,10,8,9,7,5,2,8,4680
"O",8,11,6,6,3,8,5,4,6,8,3,8,5,7,5,8,10466
"I",1,1,1,1,0,7,7,2,7,7,6,9,0,8,2,8,6024
"Z",6,10,8,8,6,8,7,2,9,12,5,NA,1,7,6,8,7498
"L",4,11,6,9,5,8,4,0,8,9,3,10,2,5,3,9,4573
"F",1,0,1,0,0,4,12,4,2,11,8,6,0,8,2,8,5559
"E",3,8,3,6,2,3,7,6,10,7,6,14,0,8,7,8,6094
"P",5,11,5,8,6,5,10,9,4,8,6,5,2,10,3,8,19789
"S",3,3,4,5,2,8,6,5,9,5,6,8,0,9,9,8,5156
"C",6,8,8,7,7,5,7,4,5,7,6,11,4,9,8,9,1679
"I",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,10415
"L",3,6,4,4,2,4,4,4,9,2,1,7,0,7,1,6,901
"N",7,9,8,4,3,10,6,3,4,13,3,7,6,8,0,8,6995
"M",5,10,7,8,9,7,9,6,5,7,6,8,7,9,6,10,19197
"G",6,9,5,4,3,8,3,4,3,7,3,5,4,7,4,NA,2138
"V",1,0,2,1,0,8,9,3,2,7,12,8,2,10,0,8,3871
"E",3,7,3,5,3,3,8,5,8,7,7,13,0,8,6,9,6888
"Y",3,5,5,7,7,9,6,4,1,6,7,8,6,10,8,9,7419
"M",4,5,7,4,4,6,6,3,4,9,9,10,7,5,2,8,78
"K",4,5,5,7,2,4,7,9,2,7,5,11,4,8,2,11,2489
"P",6,7,8,9,10,9,9,3,2,6,8,7,6,10,6,4,19696
"I",2,11,3,8,4,8,7,0,7,7,6,8,0,8,3,7,11448
"K",NA,12,7,7,4,11,6,4,6,11,2,6,5,8,4,10,3957
"Q",4,7,5,6,NA,8,7,8,6,6,7,9,3,8,5,9,5162
"V",4,11,5,8,3,5,11,3,4,9,12,9,2,10,1,8,5567
"U",3,3,4,1,1,5,8,4,6,NA,9,9,3,10,1,6,7884
"R",4,7,7,6,6,7,7,3,3,7,5,8,6,8,5,7,2940
"H",4,9,5,7,5,8,8,6,6,7,6,9,3,8,3,8,8636
"K",3,2,4,4,3,5,7,4,8,7,6,11,3,8,5,9,12863
"N",2,5,4,3,2,7,8,2,4,10,5,6,5,9,0,7,15242
"X",6,8,9,6,4,6,8,2,9,10,9,9,3,8,4,6,6108
"M",5,11,6,8,4,9,7,13,2,6,9,8,8,6,0,8,3539
"G",7,8,9,7,9,7,8,5,3,7,7,8,10,10,10,7,11746
"L",3,6,4,4,2,5,3,5,8,2,2,4,1,6,1,5,4092
"I",2,5,4,4,2,7,7,0,8,13,6,8,0,8,1,8,2951
"I",4,11,5,8,3,7,7,0,7,13,6,8,0,8,1,8,16453
"L",4,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8,14892
"A",4,10,6,7,2,5,4,3,2,5,1,7,3,7,3,7,17266
"Y",4,11,7,8,4,7,10,1,7,6,12,9,1,11,2,8,4541
"K",5,11,7,8,7,9,6,1,6,10,3,8,7,7,6,11,957
"Q",5,9,6,11,7,8,6,8,4,5,6,9,3,8,6,10,10455
"L",5,11,7,8,9,8,7,3,5,6,7,9,7,10,7,6,2068
"Q",3,3,4,4,3,8,8,6,2,5,7,9,3,9,5,9,12773
"W",4,8,6,6,6,8,10,2,3,6,8,8,7,11,1,8,12965
"I",0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,13529
"J",1,1,2,1,0,11,6,2,6,12,3,8,0,7,0,8,6917
"T",2,3,3,2,1,9,12,3,6,6,11,9,2,11,1,8,7323
"Y",6,8,7,10,8,10,12,5,4,6,7,7,5,11,8,5,8186
"S",5,5,6,4,6,9,8,4,5,7,7,8,5,10,9,11,9475
"J",1,1,1,1,0,12,3,6,4,13,4,11,0,7,0,8,3457
"T",3,4,4,3,1,5,11,2,7,11,9,4,1,10,2,5,18624
"N",2,4,2,2,2,7,8,5,4,7,6,7,4,8,1,6,8485
"Z",2,2,3,3,2,7,7,5,9,6,6,8,1,8,7,8,12372
"Q",2,2,2,4,2,8,7,7,3,6,6,9,2,8,5,10,8830
"V",4,8,4,6,2,3,11,4,4,11,12,8,2,10,1,8,1998
"I",3,9,5,6,2,7,9,0,8,14,6,5,0,9,2,7,8316
"A",4,9,6,6,5,10,3,1,2,7,3,9,5,5,3,7,13942
"V",8,9,10,8,12,7,6,5,5,7,6,8,7,10,6,9,3241
"J",5,10,7,8,5,9,4,5,6,8,5,6,2,8,4,6,1543
"E",5,11,7,9,NA,5,7,7,9,7,6,12,3,8,6,8,16345
"G",7,15,6,8,5,8,7,4,NA,8,6,7,4,9,9,8,1489
"Z",2,4,4,3,2,7,8,2,9,12,6,8,1,8,5,7,18750
"O",5,9,6,7,3,7,6,9,8,7,5,8,3,8,4,8,19737
"Q",6,9,9,8,7,7,4,4,4,7,4,9,5,4,7,7,16042
"O",1,3,2,2,1,8,7,6,3,9,6,8,2,8,2,8,15356
"G",5,10,6,8,3,7,6,8,8,6,6,9,2,7,6,10,14293
"J",2,10,3,7,2,12,3,6,3,12,5,11,1,6,0,8,15396
"A",3,6,5,4,3,8,2,2,2,7,2,8,2,6,2,7,13617
"F",3,2,4,3,2,6,10,4,5,10,9,5,2,9,3,6,19796
"T",4,11,5,8,3,7,14,0,5,7,10,8,0,8,0,8,9481
"I",2,10,2,8,3,7,7,0,7,7,6,8,0,8,3,8,10739
"K",2,4,4,3,2,6,7,2,6,10,7,10,3,8,2,8,18604
"B",4,7,6,5,6,9,6,4,6,9,5,6,2,8,6,9,15617
"N",2,1,3,2,2,7,8,5,4,7,6,6,4,8,1,6,2569
"X",4,9,6,7,6,9,7,3,6,7,4,5,6,6,9,8,347
"V",6,11,9,8,11,8,5,5,3,8,7,8,6,9,5,9,7600
"L",5,11,7,8,4,6,4,0,9,8,2,11,0,7,2,8,18698
"H",8,10,8,5,5,8,7,3,5,10,5,7,6,9,4,8,4947
"C",2,3,2,1,1,4,10,5,6,12,9,9,1,9,2,7,6211
"K",4,7,5,5,2,4,8,9,1,7,6,11,3,8,2,11,11409
"Z",3,5,5,3,2,7,7,2,9,12,6,8,1,8,6,8,6417
"L",3,8,4,6,2,7,3,0,9,9,2,11,0,7,2,8,13976
"Q",4,8,5,9,6,8,8,5,2,7,9,10,3,9,5,7,13058
"P",5,10,8,8,6,8,10,4,5,13,5,3,1,10,3,8,16416
"G",1,0,2,0,0,8,6,5,5,6,6,9,1,7,5,NA,7973
"S",6,9,8,7,5,7,7,3,7,10,8,9,2,10,5,6,7332
"H",3,7,3,5,2,7,7,14,1,7,7,8,3,8,0,8,8452
"E",2,3,3,1,1,6,8,2,7,11,7,8,1,8,4,8,17140
"I",1,5,3,4,1,7,7,0,8,13,6,8,0,8,1,7,5325
"N",6,9,9,8,8,7,9,4,4,7,4,7,9,7,6,6,2500
"H",6,8,9,10,NA,7,4,4,2,6,4,6,8,6,11,7,15883
"A",4,8,7,6,5,6,5,2,3,4,2,6,2,6,3,4,19063
"Y",8,10,6,14,5,9,8,4,3,5,11,5,5,10,7,7,10285
"L",4,11,5,8,4,7,4,0,7,9,3,10,1,6,3,8,9638
"Q",4,5,5,7,3,8,7,8,6,6,7,9,3,8,5,9,13903
"B",5,8,7,6,6,10,6,3,6,10,4,7,3,8,5,10,17332
"M",6,10,9,8,8,7,7,2,4,9,7,8,8,6,2,8,282
"Q",4,3,5,5,2,8,9,7,6,6,8,9,3,8,5,9,19947
"C",2,1,3,2,1,6,7,6,10,7,6,14,0,8,4,9,15661
"X",3,4,4,3,2,7,7,3,9,6,6,9,2,8,6,8,15798
"Q",4,9,5,8,3,9,8,8,6,5,8,9,3,8,5,9,998
"P",3,7,5,11,8,8,9,5,0,8,6,6,5,11,6,9,2269
"O",4,8,6,6,2,6,7,8,8,7,6,7,3,8,4,8,2516
"V",3,4,4,3,2,5,12,2,2,9,10,7,2,11,1,8,10291
"C",3,8,4,6,2,6,8,7,9,5,7,12,1,7,4,9,9370
"U",4,2,5,4,2,6,8,5,8,6,9,9,3,9,1,7,9190
"C",7,10,8,8,8,6,6,3,5,8,6,12,6,9,5,10,11375
"A",3,7,5,5,3,12,3,2,2,9,1,8,2,6,2,7,13317
"Q",3,6,4,5,3,8,7,7,5,6,4,9,2,8,4,9,16452
"K",5,6,6,8,3,5,9,9,2,7,3,11,4,8,2,11,6179
"W",5,8,8,6,11,7,7,7,2,7,6,8,15,12,4,11,3366
"U",3,6,3,4,1,7,5,13,5,7,13,8,3,9,0,8,2952
NA,3,11,5,8,3,13,4,5,3,12,1,8,2,6,4,9,11622
"F",4,7,6,5,4,6,10,2,5,13,7,5,2,10,2,7,10103
"N",6,11,8,8,6,8,7,9,5,6,4,4,4,8,4,9,11637
"T",2,1,3,2,1,6,12,3,6,8,11,7,2,11,1,7,7874
"C",2,4,3,3,1,4,9,4,7,11,9,12,1,9,2,7,5386
"J",3,11,5,8,5,8,7,1,6,11,5,9,1,6,1,6,15015
"D",4,9,6,6,8,8,9,5,4,8,7,6,7,10,10,5,10374
"K",7,9,10,7,6,2,8,3,8,11,12,12,5,6,5,3,4168
"V",4,9,6,7,4,5,11,3,2,9,10,7,4,10,6,8,16252
"S",2,2,3,4,2,8,7,7,5,7,7,8,2,9,9,8,6913
"Y",5,8,7,12,11,8,8,4,2,7,8,9,4,11,8,8,18252
"Y",4,5,5,4,2,4,12,3,7,12,10,4,1,11,2,5,6232
"G",2,1,4,3,2,6,7,6,6,6,6,10,2,8,3,9,19585
"T",4,6,4,4,2,5,11,2,7,11,9,5,1,10,2,5,7011
"H",5,10,8,8,7,8,6,7,7,7,7,5,3,8,4,6,16793
"I",4,10,5,8,2,7,7,0,9,14,6,8,0,8,1,8,18063
"Y",3,2,5,4,2,6,10,1,8,8,12,8,1,11,3,7,4000
"F",2,6,3,4,2,4,11,5,5,11,10,6,2,10,2,6,3219
"Z",3,7,4,5,4,9,9,5,3,7,5,7,3,8,9,4,14298
"E",2,6,2,4,2,3,6,6,10,7,7,14,0,8,7,8,19842
"H",3,2,4,4,3,8,7,6,6,7,6,8,3,8,3,8,18069
"K",6,9,9,7,7,10,5,1,5,9,3,8,7,6,6,11,6725
"O",7,9,9,8,8,8,4,4,5,10,4,10,5,7,7,6,8534
"M",4,9,5,7,4,7,7,12,1,7,9,8,8,6,0,8,166
"O",2,3,3,2,2,8,7,6,4,9,5,8,2,8,2,8,15391
"G",3,7,5,5,5,7,9,6,3,6,6,10,3,7,7,8,1218
"Z",3,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8,15814
"J",3,9,5,7,3,9,5,3,6,15,4,10,0,7,1,7,16864
"Z",4,4,5,7,2,7,7,4,15,9,6,8,0,8,8,8,4486
"N",3,9,4,7,4,7,7,12,1,6,6,8,5,8,0,7,18659
"B",7,13,7,7,6,10,6,4,5,9,5,8,6,8,8,9,2201
"Z",1,0,2,1,0,7,7,2,10,9,6,8,0,8,6,8,12445
"L",4,8,5,6,3,4,3,5,9,1,1,5,1,6,1,5,925
"O",4,9,5,7,2,8,7,9,8,7,6,9,3,8,4,8,12823
"S",6,10,8,9,9,9,8,4,5,7,7,8,5,10,9,11,NA
"M",5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,491
"S",4,9,6,7,7,5,9,3,3,8,7,5,4,8,12,0,16855
"E",2,4,3,3,2,8,7,6,8,7,7,8,2,8,6,8,7518
"K",1,1,1,1,0,4,6,6,2,7,6,10,3,8,2,10,8313
"Y",7,11,6,6,3,5,9,4,3,11,10,6,4,10,3,3,4208
"B",5,9,7,7,7,8,8,3,6,10,5,6,3,7,6,8,125
"N",3,7,4,5,3,7,8,5,4,7,6,6,5,9,1,6,16288
"E",4,9,5,7,6,6,7,5,8,7,6,10,3,8,6,9,3929
"E",2,NA,2,2,2,7,7,5,8,6,5,8,2,8,6,9,16536
"A",2,8,4,5,2,9,5,3,1,8,1,8,2,7,2,8,7253
"I",1,3,1,4,1,7,7,0,7,7,6,8,0,8,2,8,17131
"L",2,4,4,3,2,6,4,1,9,7,2,10,0,7,2,8,12484
"K",8,11,11,8,7,9,7,2,7,10,3,8,3,8,3,9,2884
"Y",1,0,2,0,0,7,9,3,NA,7,12,8,1,11,0,8,3809
"V",5,9,7,7,4,7,12,2,3,5,10,9,4,12,2,7,16812
"Y",2,3,3,1,1,4,11,2,6,11,10,5,0,10,1,5,13259
"W",5,9,7,7,11,9,7,5,2,7,6,8,10,11,4,8,6425
"V",5,7,5,5,2,3,11,3,3,10,11,8,3,10,1,7,8573
"B",1,0,2,0,1,7,8,6,4,7,6,7,1,8,6,8,18343
"K",3,7,5,5,6,6,8,4,4,6,5,9,5,7,7,7,15793
"B",3,9,3,7,5,7,8,8,6,7,5,7,2,7,8,9,11791
"X",6,9,6,4,3,10,7,2,8,9,4,7,4,10,4,9,11265
"V",3,11,5,8,4,7,11,2,3,6,11,9,2,10,1,8,7163
"U",3,4,4,3,2,5,8,5,7,9,8,8,3,9,2,5,1981
"E",4,10,4,8,4,3,9,5,10,7,6,14,0,8,6,8,15788
"L",3,10,4,8,2,0,2,3,6,1,0,8,0,8,0,8,14575
"X",4,11,6,8,4,8,7,4,9,6,6,6,3,8,7,7,18243
"W",3,3,4,2,2,5,10,3,2,9,9,7,5,11,1,7,8181
"G",2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,464
"U",4,8,4,6,3,7,6,11,4,7,13,8,3,9,0,8,17016
"W",4,7,6,5,3,5,NA,5,1,7,8,8,8,9,0,8,11663
"R",2,2,3,3,2,7,8,4,5,7,5,7,2,7,5,8,14275
"Z",8,12,8,6,5,8,5,2,8,12,6,10,3,7,7,8,17415
"W",12,14,12,8,5,1,10,4,2,11,12,9,8,10,0,7,13905
"P",12,13,9,8,4,7,9,6,4,11,4,5,5,9,5,8,18806
"A",2,4,4,3,2,10,2,2,2,9,2,9,2,6,2,8,15822
"S",7,13,6,7,3,10,3,3,5,10,1,9,3,6,5,10,18512
"L",3,7,4,5,3,5,5,2,8,7,2,9,1,7,3,7,1426
"B",3,5,4,4,3,8,7,6,6,6,5,6,2,8,6,10,2918
"Y",9,14,8,8,4,6,8,4,4,10,9,5,5,10,5,4,17628
"C",2,1,2,2,1,7,8,7,6,8,7,11,2,9,3,10,17726
"O",3,5,4,3,2,8,6,6,NA,9,5,8,2,8,3,8,7661
"F",3,10,4,7,2,0,13,4,4,12,11,7,0,8,2,6,4209
"T",4,6,4,4,2,5,12,3,6,12,9,5,2,11,1,5,9889
"E",3,6,4,4,4,8,7,6,2,7,6,11,3,8,7,10,9719
"W",1,0,2,1,1,7,8,4,0,7,8,8,5,10,0,8,16175
"F",4,7,5,5,5,6,9,2,6,10,9,6,5,10,3,7,12439
"W",5,9,7,7,6,5,11,2,2,7,8,9,7,12,1,8,14469
"T",1,6,2,4,1,7,13,0,4,7,10,8,0,8,0,8,3784
"Q",7,9,7,11,8,7,9,5,2,7,9,11,4,8,8,9,12170
"I",1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,18279
"V",8,10,7,6,3,8,10,5,5,5,10,7,4,11,3,5,8616
"S",3,5,4,3,2,8,7,2,7,10,6,8,1,9,5,8,10689
"U",3,8,5,6,2,6,9,7,7,8,10,9,3,9,1,7,17013
"F",4,3,4,4,3,5,11,3,6,11,9,5,1,10,3,6,16559
"M",6,11,9,8,12,9,7,3,3,8,4,7,12,5,4,5,8240
"D",1,0,2,1,1,6,7,8,6,7,6,6,2,8,3,8,16440
"Z",3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,468
"I",1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8,15526
"D",4,8,6,6,5,7,7,7,6,6,5,5,3,8,3,7,15921
"G",6,6,8,6,7,7,10,5,3,7,7,8,6,11,7,8,16979
"V",1,3,3,1,NA,7,12,2,2,7,10,8,2,10,1,8,17033
"L",2,1,2,1,0,2,1,6,5,0,2,5,0,8,0,8,11556
"T",2,1,3,2,1,8,12,3,6,7,11,8,2,11,1,8,4003
"N",4,9,6,6,4,7,9,2,5,9,5,6,5,8,1,7,17812
"S",4,11,5,8,3,NA,8,6,9,5,6,5,0,8,9,7,6783
"Q",3,5,4,6,4,9,8,7,2,4,7,11,3,9,6,10,3778
"S",3,4,4,7,2,8,7,6,8,4,6,8,0,8,9,7,12012
"W",5,7,7,5,3,8,8,5,1,7,8,8,8,9,0,8,9322
"D",4,7,5,5,2,5,8,9,9,7,6,6,3,8,4,8,16854
